Palabra,Etiqueta_POS
Aires,PROPN
",",PUNCT
y,CCONJ
a,ADP
los,DET
capitanes,NOUN
que,PRON
el,DET
gobernador,NOUN
envió,VERB
con,ADP
los,DET
bergantines,NOUN
",",PUNCT
les,PRON
mandó,VERB
y,CCONJ
encargó,VERB
que,SCONJ
a,ADP
los,DET
indios,NOUN
que,PRON
habitaban,VERB
en,ADP
el,DET
río,NOUN
del,ADP
Paraná,PROPN
",",PUNCT
por,ADP
donde,PRON
habían,AUX
de,ADP
navegar,VERB
",",PUNCT
les,PRON
hiciesen,VERB
buenos,ADJ
tratamientos,NOUN
",",PUNCT
y,CCONJ
los,DET
trujesen,VERB
de,ADP
paz,NOUN
a,ADP
la,DET
obediencia,NOUN
de,ADP
Su,DET
Majestad,PROPN
",",PUNCT
trayendo,VERB
de,ADP
lo,PRON
que,PRON
en,ADP
ello,PRON
hiciesen,VERB
la,DET
razón,NOUN
y,CCONJ
relación,NOUN
cierta,ADJ
",",PUNCT
para,ADP
avisar,VERB
de,ADP
todo,PRON
a,ADP
Su,DET
Majestad,PROPN
;,PUNCT
y,CCONJ
proveído,VERB
que,SCONJ
hobo,PROPN
lo,PRON
susodicho,NOUN
",",PUNCT
comenzó,VERB
a,ADP
entender,VERB
en,ADP
las,DET
cosas,NOUN
que,PRON
convenía,VERB
al,ADP
servicio,NOUN
de,ADP
Dios,PROPN
y,CCONJ
de,ADP
Su,DET
Majestad,PROPN
",",PUNCT
y,CCONJ
a,ADP
la,DET
pacificación,NOUN
y,CCONJ
sosiego,NOUN
de,ADP
los,DET
naturales,ADJ
de,ADP
la,DET
dicha,ADJ
provincia,NOUN
.,PUNCT
Y,CCONJ
para,ADP
mejor,ADV
servir,VERB
a,ADP
Dios,PROPN
y,CCONJ
a,ADP
Su,DET
Majestad,PROPN
",",PUNCT
el,DET
gobernador,NOUN
mandó,VERB
llamar,VERB
y,CCONJ
hizo,VERB
juntar,VERB
los,DET
religiosos,NOUN
y,CCONJ
clérigos,NOUN
que,PRON
en,ADP
la,DET
provincia,NOUN
residían,VERB
",",PUNCT
y,CCONJ
los,DET
que,PRON
consigo,VERB
había,AUX
llevado,VERB
",",PUNCT
y,CCONJ
delante,ADV
de,ADP
los,DET
oficiales,NOUN
de,ADP
Su,DET
Majestad,PROPN
",",PUNCT
capitanes,NOUN
.,PUNCT
y,CCONJ
gente,NOUN
que,PRON
para,ADP
tal,DET
efecto,NOUN
mandó,VERB
llamar,VERB
y,CCONJ
juntar,VERB
",",PUNCT
les,PRON
rogó,VERB
con,ADP
buenas,ADJ
y,CCONJ
amorosas,ADJ
palabras,NOUN
tuviesen,VERB
especial,ADJ
cuidado,NOUN
en,ADP
la,DET
doctrina,NOUN
y,CCONJ
enseñamiento,NOUN
de,ADP
los,DET
indios,NOUN
naturales,ADJ
",",PUNCT
vasallos,NOUN
de,ADP
Su,DET
Majestad,PROPN
",",PUNCT
y,CCONJ
les,PRON
mandó,VERB
leer,VERB
",",PUNCT
y,CCONJ
fueron,AUX
leídos,VERB
ciertos,DET
capítulos,NOUN
de,ADP
una,DET
carta,NOUN
acordada,ADJ
de,ADP
Su,DET
Majestad,PROPN
",",PUNCT
que,PRON
habla,VERB
sobre,ADP
el,DET
tratamiento,NOUN
de,ADP
los,DET
indios,NOUN
",",PUNCT
y,CCONJ
que,SCONJ
los,DET
dichos,ADJ
frailes,NOUN
",",PUNCT
clérigos,NOUN
y,CCONJ
religiosos,ADJ
tuviesen,VERB
especial,ADJ
cuidado,NOUN
en,ADP
mirar,VERB
que,SCONJ
no,ADV
fuesen,AUX
maltratados,VERB
",",PUNCT
y,CCONJ
que,SCONJ
le,PRON
avisasen,VERB
de,ADP
lo,PRON
que,PRON
en,ADP
contrario,NOUN
se,PRON
hiciese,VERB
",",PUNCT
para,ADP
lo,PRON
proveer,VERB
y,CCONJ
remediar,VERB
",",PUNCT
y,CCONJ
que,SCONJ
todas,DET
las,DET
cosas,NOUN
que,PRON
fuesen,AUX
necesarias,ADJ
para,ADP
tan,ADV
santa,ADJ
obra,NOUN
",",PUNCT
el,DET
gobernador,NOUN
se,PRON
las,PRON
daría,VERB
y,CCONJ
proveería,VERB
",",PUNCT
y,CCONJ
asimismo,ADV
para,ADP
administrar,VERB
los,DET
santos,ADJ
sacramentos,NOUN
en,ADP
las,DET
iglesias,NOUN
y,CCONJ
monesterios,ADJ
les,PRON
proveería,VERB
;,PUNCT
y,CCONJ
ansí,VERB
",",PUNCT
fueron,AUX
proveídos,VERB
de,ADP
vino,NOUN
y,CCONJ
harina,NOUN
",",PUNCT
y,CCONJ
les,PRON
repartió,VERB
los,DET
ornamentos,NOUN
que,PRON
llevó,VERB
",",PUNCT
con,ADP
que,PRON
se,PRON
servían,VERB
las,DET
iglesias,NOUN
y,CCONJ
el,DET
culto,NOUN
divino,ADJ
",",PUNCT
y,CCONJ
para,ADP
ello,PRON
les,PRON
dio,VERB
una,DET
bota,NOUN
de,ADP
vino,NOUN
.,PUNCT
"


",SPACE
CAPÍTULO,PROPN
XVI,NOUN
"

",SPACE
De,ADP
cómo,PRON
matan,VERB
a,ADP
sus,DET
enemigos,NOUN
que,PRON
captivan,PROPN
",",PUNCT
y,CCONJ
se,PRON
los,PRON
comen,VERB
"

",SPACE
Luego,ADV
dende,VERB
a,ADP
poco,ADV
que,SCONJ
hobo,ADJ
llegado,VERB
el,DET
gobernador,NOUN
a,ADP
la,DET
dicha,ADJ
ciudad,NOUN
de,ADP
la,DET
Ascensión,PROPN
",",PUNCT
los,DET
pobladores,NOUN
y,CCONJ
conquistadores,NOUN
que,PRON
en,ADP
ella,PRON
halló,VERB
",",PUNCT
le,PRON
dieron,VERB
grandes,ADJ
querellas,NOUN
y,CCONJ
clamores,NOUN
contra,ADP
los,DET
oficiales,NOUN
de,ADP
Su,DET
Majestad,PROPN
",",PUNCT
y,CCONJ
mandó,VERB
juntar,VERB
todos,DET
los,DET
indios,NOUN
naturales,ADJ
",",PUNCT
vasallos,NOUN
de,ADP
Su,DET
Majestad,PROPN
;,PUNCT
y,CCONJ
así,ADV
juntos,ADJ
",",PUNCT
delante,ADV
y,CCONJ
en,ADP
presencia,NOUN
de,ADP
los,DET
religiosos,NOUN
y,CCONJ
clérigos,NOUN
",",PUNCT
les,PRON
hizo,VERB
su,DET
parlamento,NOUN
",",PUNCT
diciéndoles,VERB
cómo,PRON
Su,DET
Majestad,PROPN
lo,PRON
había,AUX
enviado,VERB
a,ADP
los,DET
favorescer,PROPN
y,CCONJ
dar,VERB
a,ADP
entender,VERB
cómo,PRON
habían,AUX
de,ADP
venir,VERB
en,ADP
conoscimiento,NOUN
de,ADP
Dios,PROPN
y,CCONJ
ser,AUX
cristianos,ADJ
",",PUNCT
por,ADP
la,DET
doctrina,NOUN
y,CCONJ
enseñamiento,NOUN
de,ADP
los,DET
religiosos,NOUN
y,CCONJ
clérigos,NOUN
que,PRON
para,ADP
ello,PRON
eran,AUX
venidos,VERB
",",PUNCT
como,SCONJ
ministros,NOUN
de,ADP
Dios,PROPN
",",PUNCT
y,CCONJ
para,ADP
que,SCONJ
estuviesen,VERB
debajo,ADV
de,ADP
la,DET
obediencia,NOUN
de,ADP
Su,DET
Majestad,PROPN
",",PUNCT
y,CCONJ
fuesen,AUX
sus,DET
vasallos,NOUN
",",PUNCT
y,CCONJ
que,PRON
de,ADP
esta,DET
manera,NOUN
serían,AUX
mejor,ADV
tratados,ADJ
y,CCONJ
favorecidos,ADJ
que,PRON
hasta,ADP
allí,ADV
lo,PRON
habían,AUX
sido,AUX
;,PUNCT
y,CCONJ
allende,PROPN
de,ADP
esto,PRON
",",PUNCT
les,PRON
fue,AUX
dicho,VERB
y,CCONJ
amonestado,VERB
que,PRON
se,PRON
apartasen,VERB
de,ADP
comer,VERB
carne,NOUN
humana,ADJ
",",PUNCT
por,ADP
el,DET
grave,ADJ
pecado,NOUN
y,CCONJ
ofensa,NOUN
que,SCONJ
en,ADP
ello,PRON
hacían,VERB
a,ADP
Dios,PROPN
",",PUNCT
y,CCONJ
los,DET
religiosos,NOUN
y,CCONJ
clérigos,NOUN
se,PRON
lo,PRON
dijeron,VERB
y,CCONJ
amonestaron,VERB
;,PUNCT
y,CCONJ
para,ADP
les,PRON
dar,VERB
contentamiento,NOUN
",",PUNCT
les,PRON
dio,VERB
y,CCONJ
repartió,VERB
muchos,DET
rescates,NOUN
",",PUNCT
camisas,NOUN
",",PUNCT
ropas,NOUN
",",PUNCT
bonetes,NOUN
y,CCONJ
otras,DET
cosas,NOUN
",",PUNCT
con,ADP
que,PRON
se,PRON
alegraron,VERB
.,PUNCT
Esta,DET
generación,NOUN
de,ADP
los,DET
guaraníes,NOUN
es,AUX
una,DET
gente,NOUN
que,PRON
se,PRON
entienden,VERB
por,ADP
su,DET
lenguaje,NOUN
todos,DET
los,DET
de,ADP
las,DET
otras,DET
generaciones,NOUN
de,ADP
la,DET
provincia,NOUN
",",PUNCT
y,CCONJ
comen,VERB
carne,NOUN
humana,ADJ
de,ADP
otras,DET
generaciones,NOUN
que,PRON
tienen,VERB
por,ADP
enemigos,NOUN
",",PUNCT
cuando,SCONJ
tienen,VERB
guerra,NOUN
unos,PRON
con,ADP
otros,PRON
;,PUNCT
y,CCONJ
siendo,AUX
de,ADP
esta,DET
generación,NOUN
",",PUNCT
si,SCONJ
los,PRON
captivan,PROPN
en,ADP
las,DET
guerras,NOUN
",",PUNCT
traénlos,NOUN
a,ADP
sus,DET
pueblos,NOUN
",",PUNCT
y,CCONJ
con,ADP
ellos,PRON
hacen,VERB
grandes,ADJ
placeres,NOUN
y,CCONJ
regocijos,NOUN
",",PUNCT
bailando,VERB
y,CCONJ
cantando,VERB
;,PUNCT
lo,PRON
cual,PRON
dura,VERB
hasta,ADP
que,SCONJ
el,DET
captivo,PROPN
está,AUX
gordo,ADJ
",",PUNCT
porque,SCONJ
luego,ADV
que,SCONJ
lo,PRON
captivan,PROPN
lo,PRON
ponen,VERB
a,ADP
engordar,VERB
y,CCONJ
le,PRON
dan,VERB
todo,PRON
cuanto,PRON
quiere,VERB
a,ADP
comer,VERB
",",PUNCT
y,CCONJ
a,ADP
sus,DET
mismas,DET
mujeres,NOUN
y,CCONJ
hijas,NOUN
para,ADP
que,SCONJ
haya,AUX
con,ADP
ellas,PRON
sus,DET
placeres,NOUN
",",PUNCT
y,CCONJ
de,ADP
engordallo,NOUN
no,ADV
toma,VERB
ninguno,PRON
el,DET
cargo,NOUN
y,CCONJ
cuidado,NOUN
",",PUNCT
sino,CCONJ
las,DET
propias,ADJ
mujeres,NOUN
de,ADP
los,DET
indios,NOUN
",",PUNCT
las,DET
más,ADV
principales,ADJ
de,ADP
ellas,PRON
;,PUNCT
las,DET
cuales,PRON
lo,PRON
acuestan,VERB
consigo,PRON
y,CCONJ
lo,PRON
componen,VERB
de,ADP
muchas,DET
maneras,NOUN
",",PUNCT
como,SCONJ
es,AUX
su,DET
costumbre,NOUN
",",PUNCT
y,CCONJ
le,PRON
ponen,VERB
mucha,DET
plumería,NOUN
y,CCONJ
cuentas,NOUN
blancas,ADJ
",",PUNCT
que,PRON
hacen,VERB
los,DET
indios,NOUN
de,ADP
hueso,NOUN
y,CCONJ
de,ADP
piedra,NOUN
blanca,ADJ
",",PUNCT
que,PRON
son,AUX
entre,ADP
ellos,PRON
muy,ADV
estimadas,ADJ
",",PUNCT
y,CCONJ
en,ADP
estando,AUX
gordo,ADJ
",",PUNCT
son,AUX
los,DET
placeres,NOUN
",",PUNCT
bailes,NOUN
y,CCONJ
cantos,NOUN
muy,ADV
mayores,ADJ
",",PUNCT
y,CCONJ
juntos,ADJ
los,DET
indios,NOUN
",",PUNCT
componen,VERB
y,CCONJ
aderezan,VERB
tres,NUM
mochachos,NOUN
de,ADP
edad,NOUN
de,ADP
seis,NUM
años,NOUN
hasta,ADP
siete,NUM
",",PUNCT
y,CCONJ
danles,ADJ
en,ADP
las,DET
manos,NOUN
unas,DET
hachetas,NOUN
de,ADP
cobre,NOUN
",",PUNCT
y,CCONJ
un,DET
indio,NOUN
",",PUNCT
el,DET
que,PRON
es,AUX
tenido,VERB
por,ADP
más,ADV
valiente,ADJ
entre,ADP
ellos,PRON
",",PUNCT
toma,VERB
una,DET
espada,NOUN
de,ADP
palo,NOUN
en,ADP
las,DET
manos,NOUN
",",PUNCT
que,PRON
la,PRON
llaman,VERB
los,DET
indios,NOUN
macana,ADJ
;,PUNCT
y,CCONJ
sácanlo,ADJ
en,ADP
una,DET
plaza,NOUN
",",PUNCT
y,CCONJ
allí,ADV
le,PRON
hacen,VERB
bailar,VERB
una,DET
hora,NOUN
",",PUNCT
y,CCONJ
desque,VERB
ha,AUX
bailado,VERB
",",PUNCT
llega,VERB
y,CCONJ
le,PRON
da,VERB
en,ADP
los,DET
lomos,NOUN
con,ADP
ambas,NUM
las,DET
manos,NOUN
un,DET
golpe,NOUN
",",PUNCT
y,CCONJ
otro,PRON
en,ADP
las,DET
espinillas,NOUN
para,ADP
derribarle,VERB
",",PUNCT
y,CCONJ
acontesce,PROPN
",",PUNCT
de,ADP
seis,NUM
golpes,NOUN
que,PRON
le,PRON
dan,VERB
en,ADP
la,DET
cabeza,NOUN
",",PUNCT
no,ADV
poderlo,VERB
derribar,VERB
",",PUNCT
y,CCONJ
es,AUX
cosa,NOUN
muy,ADV
de,ADP
maravillar,VERB
el,DET
gran,ADJ
testor,NOUN
que,PRON
tienen,VERB
en,ADP
la,DET
cabeza,NOUN
",",PUNCT
porque,SCONJ
la,DET
espada,NOUN
de,ADP
palo,NOUN
con,ADP
que,PRON
les,PRON
dan,VERB
es,AUX
de,ADP
un,DET
palo,NOUN
muy,ADV
recio,ADJ
y,CCONJ
pesado,ADJ
",",PUNCT
negro,ADJ
",",PUNCT
y,CCONJ
con,ADP
ambas,NUM
manos,NOUN
un,DET
hombre,NOUN
de,ADP
fuerza,NOUN
basta,VERB
a,ADP
derribar,VERB
un,DET
toro,NOUN
de,ADP
un,DET
golpe,NOUN
",",PUNCT
y,CCONJ
al,ADP
tal,NOUN
captivo,NOUN
no,ADV
lo,PRON
derriban,VERB
sino,CCONJ
de,ADP
muchos,PRON
",",PUNCT
y,CCONJ
en,ADP
fin,NOUN
al,DET
cabo,NOUN
",",PUNCT
lo,PRON
derriban,VERB
",",PUNCT
y,CCONJ
luego,ADV
los,DET
niños,NOUN
llegan,VERB
con,ADP
sus,DET
hachetas,NOUN
",",PUNCT
y,CCONJ
primero,ADV
el,DET
mayor,ADJ
de,ADP
ellos,PRON
o,CCONJ
el,DET
hijo,NOUN
del,ADP
principal,ADJ
",",PUNCT
y,CCONJ
danle,VERB
con,ADP
ellas,PRON
en,ADP
la,DET
cabeza,NOUN
tantos,DET
golpes,NOUN
",",PUNCT
hasta,ADP
que,SCONJ
le,PRON
hacen,VERB
saltar,VERB
la,DET
sangre,NOUN
",",PUNCT
y,CCONJ
estándoles,ADJ
dando,VERB
",",PUNCT
los,DET
indios,NOUN
les,PRON
dicen,VERB
a,ADP
voces,NOUN
que,PRON
sean,AUX
valientes,ADJ
y,CCONJ
se,PRON
enseñen,VERB
",",PUNCT
y,CCONJ
tengan,VERB
ánimo,NOUN
para,ADP
matar,VERB
sus,DET
enemigos,NOUN
y,CCONJ
para,ADP
andar,VERB
en,ADP
las,DET
guerras,NOUN
",",PUNCT
y,CCONJ
que,SCONJ
se,PRON
acuerden,VERB
que,SCONJ
aquél,PRON
ha,AUX
muerto,VERB
de,ADP
los,DET
suyos,DET
",",PUNCT
que,SCONJ
se,PRON
venguen,VERB
de,ADP
él,PRON
;,PUNCT
y,CCONJ
luego,ADV
como,SCONJ
es,AUX
muerto,ADJ
",",PUNCT
el,DET
que,PRON
le,PRON
da,VERB
el,DET
primer,ADJ
golpe,NOUN
toma,VERB
el,DET
nombre,NOUN
del,ADP
muerto,NOUN
y,CCONJ
de,ADP
allí,ADV
adelante,ADV
se,PRON
nombra,VERB
del,ADP
nombre,NOUN
del,ADP
que,PRON
así,ADV
mataron,VERB
",",PUNCT
en,ADP
señal,NOUN
que,SCONJ
es,AUX
valiente,ADJ
",",PUNCT
y,CCONJ
luego,ADV
las,DET
viejas,ADJ
lo,PRON
despedazan,VERB
y,CCONJ
cuecen,VERB
en,ADP
sus,DET
ollas,NOUN
y,CCONJ
reparten,VERB
entre,ADP
sí,PRON
",",PUNCT
y,CCONJ
lo,PRON
comen,VERB
",",PUNCT
y,CCONJ
tiénenlo,VERB
por,ADP
cosa,NOUN
muy,ADV
buena,ADJ
comer,VERB
dél,NOUN
",",PUNCT
y,CCONJ
de,ADP
allí,ADV
adelante,ADV
tornan,VERB
a,ADP
sus,DET
bailes,NOUN
y,CCONJ
placeres,NOUN
",",PUNCT
los,DET
cuales,PRON
duran,VERB
por,ADP
otros,DET
muchos,DET
días,NOUN
",",PUNCT
diciendo,VERB
que,SCONJ
ya,ADV
es,AUX
muerto,VERB
por,ADP
sus,DET
manos,NOUN
su,DET
enemigo,NOUN
",",PUNCT
que,PRON
mató,VERB
a,ADP
sus,DET
parientes,NOUN
",",PUNCT
que,PRON
agora,PROPN
descansarán,VERB
y,CCONJ
tomarán,VERB
por,ADP
ello,PRON
placer,NOUN
.,PUNCT
"


",SPACE
CAPÍTULO,ADJ
XVII,NOUN
"

",SPACE
De,ADP
la,DET
paz,NOUN
que,PRON
el,DET
gobernador,NOUN
asentó,VERB
con,ADP
los,DET
indios,NOUN
agaces,ADV
"

",SPACE
En,ADP
la,DET
ribera,NOUN
de,ADP
este,DET
río,NOUN
del,ADP
Paraguay,PROPN
está,AUX
una,DET
nasción,NOUN
de,ADP
indios,NOUN
que,PRON
se,PRON
llaman,VERB
agaces,ADV
;,PUNCT
es,AUX
una,DET
gente,NOUN
muy,ADV
temida,ADJ
de,ADP
todas,DET
las,DET
nasciones,NOUN
de,ADP
aquella,DET
tierra,NOUN
;,PUNCT
allende,PROPN
de,ADP
ser,AUX
valientes,ADJ
hombres,NOUN
y,CCONJ
muy,ADV
usados,ADJ
en,ADP
la,DET
guerra,NOUN
",",PUNCT
son,AUX
muy,ADV
grandes,ADJ
traidores,NOUN
",",PUNCT
que,PRON
debajo,ADV
de,ADP
palabra,NOUN
de,ADP
paz,NOUN
han,AUX
hecho,VERB
grandes,ADJ
estragos,NOUN
y,CCONJ
muertes,NOUN
en,ADP
otras,DET
gentes,NOUN
y,CCONJ
aun,ADV
en,ADP
propios,DET
parientes,NOUN
suyos,DET
por,ADP
hacerse,VERB
señores,NOUN
de,ADP
toda,DET
la,DET
tierra,NOUN
;,PUNCT
de,ADP
manera,NOUN
que,SCONJ
no,ADV
se,PRON
confían,VERB
de,ADP
ellos,PRON
.,PUNCT
Esta,PRON
es,AUX
una,DET
gente,NOUN
muy,ADV
crescida,ADJ
",",PUNCT
de,ADP
grandes,ADJ
cuerpos,NOUN
y,CCONJ
miembros,NOUN
como,SCONJ
gigantes,NOUN
;,PUNCT
andan,VERB
hechos,NOUN
corsarios,ADJ
por,ADP
el,DET
río,NOUN
en,ADP
canoas,NOUN
;,PUNCT
saltan,VERB
en,ADP
tierra,NOUN
a,ADP
hacer,VERB
robos,NOUN
y,CCONJ
presas,NOUN
en,ADP
los,DET
guaraníes,NOUN
",",PUNCT
que,PRON
tienen,VERB
por,ADP
principales,ADJ
enemigos,NOUN
;,PUNCT
mantiénense,ADJ
de,ADP
caza,NOUN
y,CCONJ
pesquería,NOUN
del,ADP
río,NOUN
y,CCONJ
de,ADP
la,DET
tierra,NOUN
",",PUNCT
y,CCONJ
no,ADV
siembran,VERB
",",PUNCT
y,CCONJ
tienen,VERB
por,ADP
costumbre,NOUN
de,ADP
tomar,VERB
captivos,NOUN
de,ADP
los,DET
guaraníes,NOUN
",",PUNCT
y,CCONJ
tráenlos,VERB
maniatados,ADJ
dentro,ADV
de,ADP
sus,DET
canoas,NOUN
",",PUNCT
y,CCONJ
lléganse,ADJ
a,ADP
la,DET
propia,DET
tierra,NOUN
donde,PRON
son,AUX
naturales,ADJ
y,CCONJ
salen,VERB
sus,DET
parientes,NOUN
para,ADP
rescatarlos,VERB
",",PUNCT
y,CCONJ
delante,ADV
de,ADP
sus,DET
padres,NOUN
y,CCONJ
hijos,NOUN
",",PUNCT
mujeres,NOUN
y,CCONJ
deudos,NOUN
",",PUNCT
les,PRON
dan,VERB
crueles,ADJ
azotes,NOUN
y,CCONJ
les,PRON
dicen,VERB
que,SCONJ
les,PRON
trayan,VERB
de,ADP
comer,VERB
",",PUNCT
si,SCONJ
no,ADV
que,SCONJ
los,PRON
matarán,VERB
.,PUNCT
Luego,ADV
les,PRON
traen,VERB
muchos,DET
mantenimientos,NOUN
",",PUNCT
hasta,ADP
que,SCONJ
les,PRON
cargan,VERB
las,DET
canoas,NOUN
;,PUNCT
y,CCONJ
se,PRON
vuelven,VERB
a,ADP
sus,DET
casas,NOUN
",",PUNCT
y,CCONJ
llévanse,VERB
los,DET
prisioneros,NOUN
",",PUNCT
y,CCONJ
esto,PRON
hacen,VERB
muchas,DET
veces,NOUN
",",PUNCT
y,CCONJ
son,AUX
pocos,ADJ
los,DET
que,PRON
rescatan,VERB
;,PUNCT
porque,SCONJ
después,ADV
que,SCONJ
están,AUX
hartos,ADJ
de,ADP
traerlos,VERB
en,ADP
sus,DET
canoas,NOUN
y,CCONJ
de,ADP
azotarlos,NOUN
",",PUNCT
los,PRON
cortan,VERB
las,DET
cabezas,NOUN
y,CCONJ
las,PRON
ponen,VERB
por,ADP
la,DET
ribera,NOUN
del,ADP
río,NOUN
hincadas,ADJ
en,ADP
unos,DET
palos,NOUN
altos,ADJ
.,PUNCT
A,ADP
estos,DET
indios,NOUN
",",PUNCT
antes,ADV
que,SCONJ
fuese,AUX
a,ADP
la,DET
dicha,ADJ
provincia,NOUN
el,DET
gobernador,NOUN
",",PUNCT
les,PRON
hicieron,VERB
guerra,NOUN
los,DET
españoles,NOUN
que,PRON
en,ADP
ella,PRON
residían,VERB
",",PUNCT
y,CCONJ
habían,AUX
muerto,VERB
a,ADP
muchos,PRON
de,ADP
ellos,PRON
",",PUNCT
y,CCONJ
asentaron,VERB
paz,NOUN
con,ADP
los,DET
dichos,ADJ
indios,NOUN
",",PUNCT
la,DET
cual,PRON
quebrantaron,VERB
",",PUNCT
como,SCONJ
lo,PRON
acostumbran,VERB
",",PUNCT
haciendo,VERB
daños,NOUN
a,ADP
los,DET
guaraníes,NOUN
muchas,DET
veces,NOUN
",",PUNCT
llevando,VERB
muchas,DET
provisiones,NOUN
;,PUNCT
y,CCONJ
cuando,SCONJ
el,DET
gobernador,NOUN
llegó,VERB
a,ADP
la,DET
ciudad,NOUN
de,ADP
la,DET
Ascensión,PROPN
había,AUX
pocos,DET
días,NOUN
que,PRON
los,DET
agaces,ADV
habían,AUX
rompido,VERB
las,DET
paces,NOUN
y,CCONJ
habían,AUX
salteado,VERB
y,CCONJ
robado,VERB
ciertos,DET
pueblos,NOUN
de,ADP
los,DET
guaraníes,NOUN
",",PUNCT
y,CCONJ
cada,DET
día,NOUN
venían,VERB
a,ADP
desasosegar,NOUN
y,CCONJ
dar,VERB
rebato,NOUN
a,ADP
la,DET
ciudad,NOUN
de,ADP
la,DET
Ascensión,PROPN
;,PUNCT
y,CCONJ
como,SCONJ
los,DET
indios,NOUN
agaces,ADV
supieron,VERB
de,ADP
la,DET
venida,NOUN
del,ADP
gobernador,NOUN
",",PUNCT
los,DET
hombres,NOUN
más,ADV
principales,ADJ
de,ADP
ellos,PRON
",",PUNCT
que,PRON
se,PRON
llaman,VERB
Abacoten,PROPN
y,CCONJ
Tabor,PROPN
y,CCONJ
Alabos,PROPN
",",PUNCT
acompañados,ADJ
de,ADP
otros,DET
muchos,PRON
de,ADP
su,DET
generación,NOUN
",",PUNCT
vinieron,VERB
en,ADP
sus,DET
canoas,NOUN
y,CCONJ
desembarcaron,VERB
en,ADP
el,DET
puerto,NOUN
de,ADP
la,DET
ciudad,NOUN
",",PUNCT
y,CCONJ
salidos,ADJ
en,ADP
tierra,NOUN
",",PUNCT
se,PRON
vinieron,VERB
a,ADP
poner,VERB
en,ADP
presencia,NOUN
del,ADP
gobernador,NOUN
",",PUNCT
y,CCONJ
dijeron,VERB
que,SCONJ
ellos,PRON
venían,VERB
a,ADP
dar,VERB
la,DET
obediencia,NOUN
a,ADP
Su,DET
Majestad,PROPN
y,CCONJ
a,ADP
ser,AUX
amigos,NOUN
de,ADP
los,DET
españoles,NOUN
",",PUNCT
y,CCONJ
que,SCONJ
si,SCONJ
hasta,ADP
allí,ADV
no,ADV
habían,AUX
guardado,VERB
la,DET
paz,NOUN
",",PUNCT
había,AUX
sido,AUX
por,ADP
atrevimiento,NOUN
de,ADP
algunos,DET
mancebos,NOUN
locos,ADJ
que,SCONJ
sin,ADP
su,DET
licencia,NOUN
salían,VERB
y,CCONJ
daban,VERB
causa,NOUN
a,ADP
que,SCONJ
se,PRON
creyese,VERB
que,SCONJ
ellos,PRON
quebraban,VERB
y,CCONJ
rompían,VERB
la,DET
paz,NOUN
",",PUNCT
y,CCONJ
que,SCONJ
los,DET
tales,PRON
habían,AUX
sido,AUX
castigados,VERB
;,PUNCT
y,CCONJ
rogaron,VERB
al,ADP
gobernador,NOUN
los,DET
recebiese,NOUN
y,CCONJ
hiciese,VERB
paz,NOUN
con,ADP
ellos,PRON
y,CCONJ
con,ADP
los,DET
españoles,NOUN
",",PUNCT
y,CCONJ
que,SCONJ
ellos,PRON
la,PRON
guardarían,VERB
y,CCONJ
conservarían,VERB
",",PUNCT
estando,VERB
presentes,ADJ
los,DET
religiosos,NOUN
y,CCONJ
clérigos,NOUN
y,CCONJ
oficiales,ADJ
de,ADP
Su,DET
Majestad,PROPN
.,PUNCT
Hecho,VERB
su,DET
mensaje,NOUN
",",PUNCT
el,DET
gobernador,NOUN
los,PRON
recebió,VERB
con,ADP
todo,DET
buen,ADJ
amor,NOUN
y,CCONJ
les,PRON
dio,VERB
por,ADP
respuesta,NOUN
que,SCONJ
era,AUX
contento,ADJ
de,ADP
los,DET
rescebir,NOUN
por,ADP
vasallos,NOUN
de,ADP
Su,DET
Majestad,PROPN
y,CCONJ
por,ADP
amigos,NOUN
de,ADP
los,DET
cristianos,NOUN
",",PUNCT
con,ADP
tanto,NOUN
que,SCONJ
guardasen,VERB
las,DET
condiciones,NOUN
de,ADP
la,DET
paz,NOUN
y,CCONJ
no,ADV
la,PRON
rompiesen,VERB
como,SCONJ
otras,DET
veces,NOUN
lo,PRON
habían,AUX
hecho,VERB
",",PUNCT
con,ADP
apercebimiento,NOUN
que,PRON
los,PRON
tendrían,VERB
por,ADP
enemigos,NOUN
capitales,ADJ
y,CCONJ
les,PRON
harían,VERB
la,DET
guerra,NOUN
;,PUNCT
y,CCONJ
de,ADP
esta,DET
manera,NOUN
se,PRON
asentó,VERB
la,DET
paz,NOUN
y,CCONJ
quedaron,VERB
por,ADP
amigos,NOUN
de,ADP
los,DET
españoles,NOUN
y,CCONJ
de,ADP
los,DET
naturales,ADJ
guaraníes,PROPN
",",PUNCT
y,CCONJ
de,ADP
allí,ADV
adelante,ADV
los,PRON
mandó,VERB
favorescer,PROPN
y,CCONJ
socorrer,VERB
de,ADP
mantenimientos,NOUN
;,PUNCT
y,CCONJ
las,DET
condiciones,NOUN
y,CCONJ
posturas,NOUN
de,ADP
la,DET
paz,NOUN
",",PUNCT
para,ADP
que,SCONJ
fuese,AUX
guardada,ADJ
y,CCONJ
conservada,ADJ
",",PUNCT
fue,AUX
que,SCONJ
los,DET
dichos,ADJ
indios,NOUN
agaces,ADV
principales,ADJ
",",PUNCT
ni,CCONJ
los,DET
otros,PRON
de,ADP
su,DET
generación,NOUN
",",PUNCT
todos,PRON
juntos,ADJ
ni,CCONJ
